,perid,tournament_perid,datetime,fmt,box,forfeit,loser,loser_score,winner,winner_score,date
14951,esports:match:3d276e31-96e4-42f9-b892-983fb08d8b8e,esports:tournament:e0c0d640-43ea-45d9-b6a6-ede5dd47e6a1,2021-10-04 16:30:00+00:00,bestof,3,0,Victus,0.0,Coalesce,2.0,2021-10-04
14952,esports:match:1fa2ff7e-3170-4131-9086-ba3af60220d2,esports:tournament:3d8441b0-37d0-4123-be04-d10471b2e6fd,2021-10-04 17:00:00+00:00,bestof,3,False,Izako Boars,0.0,Team Singularity,2.0,2021-10-04
14954,esports:match:736608f6-8b98-486b-8950-f6eaee7ec2d4,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 17:15:00+00:00,bestof,1,0,No Limit Gaming,0.0,Counterstrike Club Oglum,1.0,2021-10-04
14956,esports:match:3dfc9385-a389-419c-9e21-6a9e82913cc6,esports:tournament:6d3cd760-c5ec-4ed9-98c8-0bd1a6dfb2fe,2021-10-04 17:15:00+00:00,bestof,1,0,The Lycans,0.0,Anonymo Esports,1.0,2021-10-04
14957,esports:match:d5731b90-36d6-4a1d-97fe-85d304c9f1b3,esports:tournament:148c8ed2-ab0b-40f6-881a-9c28315680e7,2021-10-04 17:30:00+00:00,bestof,3,0,Natus Vincere Junior,1.0,Young Ninjas,2.0,2021-10-04
14959,esports:match:ff22fb63-a353-4d0e-9720-53125ea1f9a4,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 18:00:00+00:00,bestof,1,0,Entropy Gaming,0.0,Unicorns of Love,1.0,2021-10-04
14963,esports:match:c9fb8e98-8449-4397-9266-361c19723689,esports:tournament:534cb315-c5e7-455d-9846-feeff9cc313a,2021-10-04 18:20:00+00:00,bestof,3,0,Lowlandlions,0.0,Project Eversio,2.0,2021-10-04
14964,esports:match:e55d5140-8596-4ef7-8e34-5211aa725470,esports:tournament:e0c0d640-43ea-45d9-b6a6-ede5dd47e6a1,2021-10-04 18:30:00+00:00,bestof,3,0,Aura Esports,0.0,Feenix,2.0,2021-10-04
14967,esports:match:03f0946e-a8dc-4d44-8c76-6a8bf17df617,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 19:05:00+00:00,bestof,1,0,REZIST,0.0,Touch The Crown,1.0,2021-10-04
14975,esports:match:3281e797-a8c5-4fe3-ae95-3cea77a4187e,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-04 22:00:00+00:00,bestof,1,0,ATK,0.0,Extremum,1.0,2021-10-04
14974,esports:match:c5952412-a914-43e5-924a-43f0d53a2802,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 21:25:00+00:00,bestof,1,0,eSport Rhein-Neckar,0.0,Cowana Gaming,1.0,2021-10-04
14973,esports:match:8b5cb45d-0435-400e-80fc-0c7d87bdf4c9,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 20:50:00+00:00,bestof,1,0,Touch The Crown,0.0,REZIST,1.0,2021-10-04
14972,esports:match:9bb5068d-7872-4b30-810a-4cbef76cafba,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 20:10:00+00:00,bestof,1,0,eSport Rhein-Neckar,0.0,Cowana Gaming,1.0,2021-10-04
14970,esports:match:53b9a167-4d96-4316-8936-d4eeb815d8b6,esports:tournament:d4bce28f-25ce-46c8-9a32-36b686aabb40,2021-10-04 19:55:00+00:00,bestof,3,0,Pain Gaming,1.0,Godsent,2.0,2021-10-04
14969,esports:match:5541b26a-d19e-42ea-a5ab-f51ae36f51a5,esports:tournament:6d3cd760-c5ec-4ed9-98c8-0bd1a6dfb2fe,2021-10-04 19:55:00+00:00,bestof,1,0,Wisla Krakow,0.0,HONORIS,1.0,2021-10-04
14968,esports:match:a37dd2f8-cdcb-488c-984c-35e4ab8178c6,esports:tournament:6d3cd760-c5ec-4ed9-98c8-0bd1a6dfb2fe,2021-10-04 19:45:00+00:00,bestof,1,0,Team ESCA Gaming,0.0,Ungentium,1.0,2021-10-04
14950,esports:match:58e6d77c-8bb7-461f-8140-73b9841d43ba,esports:tournament:534cb315-c5e7-455d-9846-feeff9cc313a,2021-10-04 16:00:00+00:00,bestof,3,0,Gamefist,0.0,eClub Brugge,2.0,2021-10-04
14965,esports:match:ddb5a87f-ba64-4c27-af05-04c0d236fced,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 18:50:00+00:00,bestof,1,0,Counterstrike Club Oglum,0.0,No Limit Gaming,1.0,2021-10-04
14948,esports:match:e5c56eba-0812-4d31-9de1-a64d113092b2,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-04 16:00:00+00:00,bestof,3,False,Team Unique,1.0,Nexus Gaming,2.0,2021-10-04
14955,esports:match:f6239a62-b2e6-46c9-821f-71edbcea1e01,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-04 17:15:00+00:00,bestof,1,0,Entropy Gaming,0.0,Unicorns of Love,1.0,2021-10-04
14946,esports:match:dc3d2caa-8e3f-40b4-9305-355bec8bb47f,esports:tournament:6d3cd760-c5ec-4ed9-98c8-0bd1a6dfb2fe,2021-10-04 16:00:00+00:00,bestof,1,0,The Lycans,0.0,Anonymo Esports,1.0,2021-10-04
14681,esports:match:894a69b5-d479-4daf-a97d-16e97373fb4b,esports:tournament:37c59943-2a7b-4c5b-bfcf-d90116746a38,2021-10-04 18:00:00+00:00,bestof,3,0,For The Win Esports,0.0,Offset Esports,2.0,2021-10-04
14497,esports:match:a3b18690-bd17-4157-b202-db6ff6d03489,esports:tournament:1b3ad81f-ff29-4ad8-9b1e-e93ae14e823d,2021-10-04 18:00:00+00:00,bestof,3,0,Orgless 5,0.0,Real Winner Company,2.0,2021-10-04
14947,esports:match:8a162ce6-387a-4c8a-9a42-7dd0176db2d9,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-04 16:00:00+00:00,bestof,3,False,Kova Esports,0.0,Eternal Fire,2.0,2021-10-04
14933,esports:match:b33f67ec-a498-4057-b2b5-6076f3e9fb72,esports:tournament:d4bce28f-25ce-46c8-9a32-36b686aabb40,2021-10-04 00:00:00+00:00,bestof,3,0,Extra Salt,1.0,Pain Gaming,2.0,2021-10-04
14934,esports:match:b411e727-e12b-4ef4-a4a7-1b8e8fd87e96,esports:tournament:d4bce28f-25ce-46c8-9a32-36b686aabb40,2021-10-04 00:00:00+00:00,bestof,3,0,Godsent,1.0,FURIA Esports,2.0,2021-10-04
14936,esports:match:fba240cb-f892-4081-a986-0f67134b97b6,esports:tournament:b2ca62ca-e524-4dee-97c0-fb976d6c3087,2021-10-04 01:30:00+00:00,bestof,3,0,ValorsGG,1.0,Northern Forces,2.0,2021-10-04
14937,esports:match:0ee2fdac-0568-448d-89b3-d81cdb974057,esports:tournament:55910bcd-2ca8-4cc9-a02b-ce4dfe302fe9,2021-10-04 08:00:00+00:00,bestof,3,0,The Black Company,0.0,Team NKT,2.0,2021-10-04
14935,esports:match:c45576a6-9736-422e-b8d0-8fb2cac3920d,esports:tournament:b2ca62ca-e524-4dee-97c0-fb976d6c3087,2021-10-04 01:30:00+00:00,bestof,3,0,Philadelphia Liberty,1.0,Disconnected,2.0,2021-10-04
14940,esports:match:e6cd4791-e66c-45f2-8551-604e78b2bc66,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-04 13:00:00+00:00,bestof,3,False,Tricked eSport,0.0,1win,2.0,2021-10-04
14941,esports:match:83bf6437-712e-4573-8826-1466980c6fa6,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-04 13:00:00+00:00,bestof,3,False,777 Esports,0.0,Onyx Esports,2.0,2021-10-04
14942,esports:match:f09eb840-2c89-4c1f-859e-fb9fae149098,esports:tournament:3d8441b0-37d0-4123-be04-d10471b2e6fd,2021-10-04 14:00:00+00:00,bestof,3,False,K23,0.0,Enterprise,2.0,2021-10-04
14944,esports:match:a261ef93-72d1-4ed4-9aef-291cc05de27f,esports:tournament:1b3ad81f-ff29-4ad8-9b1e-e93ae14e823d,2021-10-04 15:00:00+00:00,bestof,3,0,Vice Versa,0.0,Şahangiller Esports,2.0,2021-10-04
14945,esports:match:15b9ec6c-d3d1-4383-87d0-4bb4fbf6cc26,esports:tournament:f5210e4c-ca35-4e3c-9bc0-fca39bbdf029,2021-10-04 15:00:00+00:00,bestof,3,0,Nemiga Gaming,0.0,Team Finest,2.0,2021-10-04
14939,esports:match:cda620ee-3b9b-4ec2-92fd-2d360575af77,esports:tournament:55910bcd-2ca8-4cc9-a02b-ce4dfe302fe9,2021-10-04 12:00:00+00:00,bestof,3,0,Team NKT,0.0,Tyloo,2.0,2021-10-04
15002,esports:match:75dcbe1f-cd9c-4dd3-96ff-f3a365d9f6d0,esports:tournament:8b4b0d4a-ced7-4321-8d1f-fe9856bc69bd,2021-10-05 17:00:00+00:00,bestof,3,0,Offset Esports,1.0,SAW,2.0,2021-10-05
14995,esports:match:ec43e873-8495-473c-b9a9-45cd1e541d3d,esports:tournament:d8c95a23-69e2-409f-be58-e439786d9b78,2021-10-05 15:00:00+00:00,bestof,3,0,OG,1.0,Faze Clan,2.0,2021-10-05
14997,esports:match:cc92b8ca-75b7-4026-97e1-ffb37994e78e,esports:tournament:d8c95a23-69e2-409f-be58-e439786d9b78,2021-10-05 15:45:00+00:00,bestof,3,0,Heroic,0.0,Berlin International Gaming,2.0,2021-10-05
14998,esports:match:bdd0d83f-4a2d-49b7-9756-1f79dfba7d69,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 16:00:00+00:00,bestof,3,False,Esports Club Kyiv,0.0,Ecstatic,2.0,2021-10-05
14999,esports:match:165ee4d3-0e63-4af9-99fd-44207b3ee702,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 16:00:00+00:00,bestof,3,False,Nexus Gaming,0.0,Eternal Fire,2.0,2021-10-05
15001,esports:match:ed3409c2-6942-4851-8727-05f7d4e02789,esports:tournament:c1960558-d7bf-4037-959d-57c64df4ceae,2021-10-05 17:00:00+00:00,bestof,2,False,Team Sampi,0.0,Sinners Esports,2.0,2021-10-05
15006,esports:match:d7cef3a0-7439-4c35-b7ed-6f27f3655788,esports:tournament:3d8441b0-37d0-4123-be04-d10471b2e6fd,2021-10-05 18:00:00+00:00,bestof,3,0,Team Singularity,1.0,K23,2.0,2021-10-05
15016,esports:match:44a9d5d3-1e58-4b03-a25a-42be375090ee,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-05 20:40:00+00:00,bestof,1,0,Team oNe,0.0,Triumph,1.0,2021-10-05
15010,esports:match:731e21db-5203-4e2a-b176-00cb17dc0ab3,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-05 18:55:00+00:00,bestof,1,0,Bad News Bears,0.0,Team Liquid,1.0,2021-10-05
15011,esports:match:0164b16d-f82c-4307-bce7-bdda0b2fdc18,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-05 18:55:00+00:00,bestof,1,0,Pain Gaming,0.0,Extra Salt,1.0,2021-10-05
15015,esports:match:91bd5290-838d-45db-944d-32065d2f49bd,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-05 20:15:00+00:00,bestof,1,0,Godsent,0.0,FURIA Esports,1.0,2021-10-05
14992,esports:match:2a61b9eb-2d61-4ae7-927c-a49745748dbc,esports:tournament:013a7118-45ee-4035-9a2b-5015d63d2a7d,2021-10-05 14:00:00+00:00,bestof,3,False,Young Ninjas,0.0,Heet,2.0,2021-10-05
15018,esports:match:efd2eb5d-23ea-49cf-a496-788f7241ca4d,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-05 23:05:00+00:00,bestof,1,0,Triumph,0.0,FURIA Esports,1.0,2021-10-05
15019,esports:match:75df0ba9-07fb-46bc-995b-df1d5020b953,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-05 23:25:00+00:00,bestof,1,0,00 Nation,0.0,Evil Geniuses,1.0,2021-10-05
15009,esports:match:8b5ff62b-2934-410d-9604-f65445750357,esports:tournament:f5210e4c-ca35-4e3c-9bc0-fca39bbdf029,2021-10-05 18:30:00+00:00,bestof,3,0,AVE,0.0,1win,2.0,2021-10-05
14991,esports:match:5450a1f0-b174-4ea9-bb31-1ba1dbe666d8,esports:tournament:3d8441b0-37d0-4123-be04-d10471b2e6fd,2021-10-05 14:00:00+00:00,bestof,3,0,Team Singularity,1.0,Enterprise,2.0,2021-10-05
15017,esports:match:70cabe91-cd97-4da8-8786-9eab675b6b04,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-05 21:30:00+00:00,bestof,1,0,Extra Salt,0.0,Bad News Bears,1.0,2021-10-05
14988,esports:match:cd9907cd-97a4-4739-bc2b-690ce1b69072,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 13:00:00+00:00,bestof,3,False,1win,0.0,Nemiga Gaming,2.0,2021-10-05
14487,esports:match:2d64c959-dd7d-435a-9ffd-e76dbde6708a,esports:tournament:148c8ed2-ab0b-40f6-881a-9c28315680e7,2021-10-05 17:30:00+00:00,bestof,3,0,Fnatic Rising,0.0,mouz NXT,2.0,2021-10-05
14976,esports:match:18b6de31-a5ed-456b-9c95-50df40bfd483,esports:tournament:d4bce28f-25ce-46c8-9a32-36b686aabb40,2021-10-05 00:30:00+00:00,bestof,3,0,FURIA Esports,1.0,Godsent,2.0,2021-10-05
14977,esports:match:5a06c770-d036-4117-b726-04bb77b17c75,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 07:00:00+00:00,bestof,3,0,Tricked eSport,0.0,777 Esports,2.0,2021-10-05
14978,esports:match:fe89cab2-5aa5-4e2b-8dc2-84d2b870df01,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 07:00:00+00:00,bestof,3,0,hREDS,0.0,AaB Esport,2.0,2021-10-05
14979,esports:match:fde1ecc6-55b9-4b54-a3ea-30cad9e89094,esports:tournament:013a7118-45ee-4035-9a2b-5015d63d2a7d,2021-10-05 08:00:00+00:00,bestof,3,0,Team Dignitas,0.0,Kova Esports,1.0,2021-10-05
14989,esports:match:bccfca3f-69f1-4f77-9652-37752a86f280,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 13:00:00+00:00,bestof,3,False,Onyx Esports,0.0,Galaxy Racer Esports,2.0,2021-10-05
14981,esports:match:b637764d-7e48-42b2-aba4-8af0ecc827a9,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 10:00:00+00:00,bestof,3,False,Illuminar Gaming,1.0,Team Gamerlegion,2.0,2021-10-05
14982,esports:match:4e7d2c10-de01-4488-acaa-5eea070aadd4,esports:tournament:97ed6e76-e65d-4c46-803b-300418fbaa15,2021-10-05 10:55:00+00:00,bestof,3,0,Team NKT,0.0,Vici Gaming,2.0,2021-10-05
14983,esports:match:32e07fc6-bf24-4258-a078-1ce801d5969f,esports:tournament:3d8441b0-37d0-4123-be04-d10471b2e6fd,2021-10-05 11:00:00+00:00,bestof,3,False,Izako Boars,0.0,K23,2.0,2021-10-05
14985,esports:match:731b2918-df9e-4873-90d5-6a4ee07c9dc9,esports:tournament:013a7118-45ee-4035-9a2b-5015d63d2a7d,2021-10-05 11:00:00+00:00,bestof,3,False,Gorillazzz,0.0,AGO,2.0,2021-10-05
14980,esports:match:a50ce809-a8db-4aeb-93da-f89c75ad0382,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-05 10:00:00+00:00,bestof,3,False,Kova Esports,1.0,Team Unique,2.0,2021-10-05
15037,esports:match:bfeb5820-8424-45f3-8b1f-9f48dafcb087,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 13:00:00+00:00,bestof,3,False,Team Unique,1.0,Esports Club Kyiv,2.0,2021-10-06
15040,esports:match:c109133a-4540-4f48-900c-4408685b6c17,esports:tournament:39c75eb7-c5e2-4138-a802-22c3152baec6,2021-10-06 14:00:00+00:00,bestof,3,False,Skillstars.pro,0.0,HONORIS,2.0,2021-10-06
15042,esports:match:a969606b-5036-42fd-9ce7-7266de8a85bd,esports:tournament:d8c95a23-69e2-409f-be58-e439786d9b78,2021-10-06 15:00:00+00:00,bestof,3,0,Berlin International Gaming,0.0,Faze Clan,2.0,2021-10-06
15043,esports:match:693a3fc4-92ef-4dbe-8f4c-8899769eca4a,esports:tournament:d8c95a23-69e2-409f-be58-e439786d9b78,2021-10-06 15:00:00+00:00,bestof,3,0,Heroic,0.0,OG,2.0,2021-10-06
15046,esports:match:63ade3d5-6754-4137-98fe-265230178b36,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 16:00:00+00:00,bestof,3,False,Nemiga Gaming,0.0,Ecstatic,2.0,2021-10-06
15047,esports:match:86c51e55-77a4-43f6-8f7a-986928d1c459,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 16:00:00+00:00,bestof,3,0,Eternal Fire,1.0,Galaxy Racer Esports,2.0,2021-10-06
15052,esports:match:92466136-bf7c-451d-9e04-65a2eaa061fc,esports:tournament:39c75eb7-c5e2-4138-a802-22c3152baec6,2021-10-06 17:00:00+00:00,bestof,3,0,Tarczynski Protein Team,0.0,Turow Zgorzelec,2.0,2021-10-06
15061,esports:match:cc3e1a2b-6ae7-4384-805a-1ecacaee0493,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 19:05:00+00:00,bestof,1,0,Bad News Bears,0.0,Pain Gaming,1.0,2021-10-06
15064,esports:match:3cb21505-3afd-4133-970f-b742ad57e8f5,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 20:20:00+00:00,bestof,1,0,ATK,0.0,Extra Salt,1.0,2021-10-06
15065,esports:match:7f2ad6bf-88f0-4713-86a7-277eb6a39916,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 20:35:00+00:00,bestof,1,0,00 Nation,0.0,FURIA Esports,1.0,2021-10-06
15036,esports:match:a0d8362b-42e6-43b2-a8c6-66d878182913,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 13:00:00+00:00,bestof,3,False,Onyx Esports,1.0,1win,2.0,2021-10-06
15067,esports:match:21c8587a-1d3f-42c7-ad08-dac2737ca502,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 22:10:00+00:00,bestof,1,0,Pain Gaming,0.0,Team Liquid,1.0,2021-10-06
15068,esports:match:769beffc-3665-485b-92a7-0d8c813c20eb,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 22:40:00+00:00,bestof,1,0,00 Nation,0.0,Triumph,1.0,2021-10-06
15069,esports:match:fccf74d5-4b4b-425a-b124-e5ddb6546088,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 23:10:00+00:00,bestof,1,0,Team oNe,0.0,Godsent,1.0,2021-10-06
15058,esports:match:fafd6c65-42f6-4b83-9b46-d67d355b83a8,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 18:55:00+00:00,bestof,1,0,Extremum,0.0,Team Liquid,1.0,2021-10-06
15066,esports:match:a8f8f136-198c-4df7-b914-1390714fb6cd,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 21:40:00+00:00,bestof,1,0,Triumph,0.0,Evil Geniuses,1.0,2021-10-06
15034,esports:match:ca6f3f73-c850-4274-8c79-6195a6874632,esports:tournament:013a7118-45ee-4035-9a2b-5015d63d2a7d,2021-10-06 11:00:00+00:00,bestof,3,False,Apeks,0.0,Team Fiend,2.0,2021-10-06
15031,esports:match:db9f049d-e85c-4c2f-ba2f-cc361d29842d,esports:tournament:97ed6e76-e65d-4c46-803b-300418fbaa15,2021-10-06 10:55:00+00:00,bestof,3,0,Checkmate,0.0,Tyloo,2.0,2021-10-06
14683,esports:match:30d53416-ae43-4e3c-b195-ac843bc80e0d,esports:tournament:37c59943-2a7b-4c5b-bfcf-d90116746a38,2021-10-06 18:00:00+00:00,bestof,3,0,Native 2 Empire,1.0,GTZ Bulls Esports,2.0,2021-10-06
15033,esports:match:5e6c7b1a-4873-4c85-8c35-de0768251bda,esports:tournament:39c75eb7-c5e2-4138-a802-22c3152baec6,2021-10-06 11:00:00+00:00,bestof,3,False,AGO,0.0,Izako Boars,2.0,2021-10-06
15020,esports:match:73481770-e1ff-4a09-9da5-6cd75dbb0259,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 00:15:00+00:00,bestof,1,0,ATK,0.0,Team Liquid,1.0,2021-10-06
15022,esports:match:e3a23f24-eece-47c3-83f1-ba91d16ae560,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 01:15:00+00:00,bestof,1,0,Evil Geniuses,0.0,Team oNe,1.0,2021-10-06
15023,esports:match:e9a17c1b-9684-4db0-8f4b-a56a077560a8,esports:tournament:b2ca62ca-e524-4dee-97c0-fb976d6c3087,2021-10-06 01:30:00+00:00,bestof,3,0,ATK,0.0,Godsent,2.0,2021-10-06
15024,esports:match:b8fbbd8b-93bf-4088-a085-8fcd6fa402ef,esports:tournament:b2ca62ca-e524-4dee-97c0-fb976d6c3087,2021-10-06 01:30:00+00:00,bestof,3,0,Northern Forces,1.0,Disconnected,2.0,2021-10-06
15021,esports:match:9c19604a-b5ac-46aa-85dd-d0ae47245b89,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 00:40:00+00:00,bestof,1,0,Extremum,0.0,Pain Gaming,1.0,2021-10-06
15026,esports:match:dd5cf22e-1206-4f1c-81e9-76646b16dc8f,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 07:00:00+00:00,bestof,3,0,hREDS,1.0,Illuminar Gaming,2.0,2021-10-06
15027,esports:match:a9b8e02a-38c7-4a53-bd40-f5f7171bff50,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 07:00:00+00:00,bestof,3,0,Tricked eSport,0.0,Kova Esports,2.0,2021-10-06
15028,esports:match:fbad2c7f-bc00-4640-8072-667792930365,esports:tournament:013a7118-45ee-4035-9a2b-5015d63d2a7d,2021-10-06 08:00:00+00:00,bestof,3,0,Ecstatic,0.0,Havu Gaming,2.0,2021-10-06
15029,esports:match:f4d42fd3-8fb6-48af-a87c-08c71073b96f,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 10:00:00+00:00,bestof,3,0,777 Esports,0.0,Team Gamerlegion,2.0,2021-10-06
15030,esports:match:d8c56b14-372c-4078-a7c9-20cf4fe0c21a,esports:tournament:193e0ab9-b453-436f-af7f-83ed44f647bd,2021-10-06 10:00:00+00:00,bestof,3,0,Nexus Gaming,0.0,AaB Esport,2.0,2021-10-06
15025,esports:match:33f6aff3-6138-4ec7-86ed-e3d7ed1fb236,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-06 02:05:00+00:00,bestof,1,0,00 Nation,0.0,Godsent,1.0,2021-10-06
15116,esports:match:0f8f76c4-5914-45fe-bbae-e1aaf8534f03,esports:tournament:7ac3b3bc-671f-4bf0-9b19-e703aaec13f6,2021-10-07 18:55:00+00:00,bestof,3,0,VP.Prodigy,0.0,Natus Vincere Junior,2.0,2021-10-07
15108,esports:match:c22cbab2-0606-4280-80cd-7dc8a1113d23,esports:tournament:f5210e4c-ca35-4e3c-9bc0-fca39bbdf029,2021-10-07 17:00:00+00:00,bestof,3,0,Esports Club Kyiv,1.0,Nemiga Gaming,2.0,2021-10-07
15109,esports:match:0dbf7692-4295-47d9-a9f3-6c128f4a9203,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-07 17:15:00+00:00,bestof,1,0,eSport Rhein-Neckar,0.0,Sissi State Punks,1.0,2021-10-07
15110,esports:match:57c6c36b-e367-4321-8f34-fc05a4b51d9a,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-07 17:15:00+00:00,bestof,1,0,Playing Ducks,0.0,Sprout,1.0,2021-10-07
15113,esports:match:6cb9d72e-a078-4526-a076-e7092aa6553d,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-07 18:00:00+00:00,bestof,1,0,Playing Ducks,0.0,Sprout,1.0,2021-10-07
15115,esports:match:3c611a89-3990-4abd-a1a6-d88346499376,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-07 18:30:00+00:00,bestof,1,0,eSport Rhein-Neckar,0.0,Sissi State Punks,1.0,2021-10-07
15117,esports:match:1c8f9732-4a75-47cc-9998-ea0cc6d4b212,esports:tournament:d8c95a23-69e2-409f-be58-e439786d9b78,2021-10-07 19:05:00+00:00,bestof,3,0,Copenhagen Flames,0.0,Team Vitality,2.0,2021-10-07
15123,esports:match:44a1f6e4-5f24-484a-9000-7f7be7855202,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-07 22:10:00+00:00,bestof,1,0,Bad News Bears,0.0,Extremum,1.0,2021-10-07
15119,esports:match:40a710d6-2917-4269-a64b-f39f47c427f1,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-07 20:10:00+00:00,bestof,1,0,BIG Academy,0.0,Cowana Gaming,1.0,2021-10-07
15120,esports:match:f31fc9ef-e5db-4f19-b68b-a5be8d87881f,esports:tournament:e3381991-b1de-49f2-909d-5600a8b4cdfa,2021-10-07 21:00:00+00:00,bestof,1,0,BIG Academy,0.0,Cowana Gaming,1.0,2021-10-07
15121,esports:match:2cad7e18-7dec-421a-8e85-853589905ce3,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-07 22:10:00+00:00,bestof,1,0,Extra Salt,0.0,Team Liquid,1.0,2021-10-07
15122,esports:match:7fa8a549-1665-44ec-9304-75898526dc6b,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-07 22:10:00+00:00,bestof,1,0,ATK,0.0,Pain Gaming,1.0,2021-10-07
15124,esports:match:1144b3ea-428d-4cd0-9f38-3e7f7bb4b506,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-07 23:35:00+00:00,bestof,1,0,00 Nation,0.0,Team oNe,1.0,2021-10-07
15125,esports:match:2b6bbaca-9318-40b4-bdcd-30dd19aacb9d,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-07 23:35:00+00:00,bestof,1,0,Triumph,0.0,Godsent,1.0,2021-10-07
15126,esports:match:df6953ab-3c20-4e15-920f-d58c742b36d0,esports:tournament:93d0bfe2-6bfa-4a63-8d1e-689439698afa,2021-10-07 23:40:00+00:00,bestof,1,0,Evil Geniuses,0.0,FURIA Esports,1.0,2021-10-07
15118,esports:match:4bfc6252-2dc7-436e-b9d6-32553e7209e8,esports:tournament:8b4b0d4a-ced7-4321-8d1f-fe9856bc69bd,2021-10-07 20:00:00+00:00,bestof,3,0,GTZ Bulls Esports,0.0,Movistar Riders,2.0,2021-10-07
15106,esports:match:68b726aa-d532-4030-b9e0-9d9d9b596088,esports:tournament:013a7118-45ee-4035-9a2b-5015d63d2a7d,2021-10-07 17:00:00+00:00,bestof,3,0,Gorillazzz,1.0,Team Finest,2.0,2021-10-07
